AccessionID,JournalID,JIF
PMC9160013,"2041-1723,",15.7
PMC10484791,"1061-4036,1546-1718,",29.0
PMC9884056,"1179-142X,",0.6
PMC9508074,"2041-1723,",15.7
PMC8836959,"2077-0383,",2.9
PMC9206644,"2041-1723,",15.7
PMC10451020,"2666-6758,",25.7
PMC10721519,"2590-3462,",11.6
PMC10112575,"2572-9241,",14.6
PMC8836817,"2077-0383,",2.9
PMC10022571,"2041-1723,",15.7
PMC10037337,"0009-2665,1520-6890,",55.8
PMC9580199,"1752-1947,",0.8
PMC10321013,"1477-3155,",12.6
PMC9701890,"2050-0904,",0.6
PMC9747916,"2041-1723,",15.7
PMC9592735,"1177-889X,",2.0
PMC10431117,"2572-9241,",14.6
PMC8804651,"2044-6055,",2.3
PMC10710109,"2050-3121,",2.1
PMC9782030,"2077-0383,",2.9
PMC9047000,"2666-6758,",25.7
PMC9184258,"2666-7568,",14.6
PMC9667324,"2574-3805,",9.7
PMC9008035,"2041-1723,",15.7
PMC10660838,"2044-6055,",2.3
PMC9029498,"2077-0383,",2.9
PMC9864983,"1010-660X,1648-9144,",2.4
PMC10014395,"2046-4053,",3.9
PMC9291849,"0105-4538,1398-9995,",12.0
PMC10463379,"2046-4053,",3.9
PMC10589768,"1807-5932,1980-5322,",2.4
PMC10422195,"2574-3805,",9.7
PMC9396127,"2044-6055,",2.3
PMC9735613,"2077-0383,",2.9
PMC10579290,"2589-5370,",10.0
PMC10672995,"1010-660X,1648-9144,",2.4
PMC8767491,"2168-6106,2168-6114,",23.3
PMC9214332,"2211-3835,2211-3843,",14.6
PMC8740484,"1477-3155,",12.6
PMC9506392,"1010-660X,1648-9144,",2.4
PMC9704976,"0025-7974,1536-5964,",1.4
PMC10613737,"2146-3123,2146-3131,",3.8
PMC8860050,"2044-6055,",2.3
PMC9412828,"1010-660X,1648-9144,",2.4
PMC9389520,"2049-0801,",1.6
PMC10428711,"2572-9241,",14.6
PMC9773825,"2296-858X,",3.0
PMC9950982,"1177-889X,",2.0
PMC10626102,"1682-024X,1681-715X,",1.7
PMC10489433,"0025-7974,1536-5964,",1.4
PMC8877343,"1010-660X,1648-9144,",2.4
PMC9003610,"2044-6055,",2.3
PMC10232042,"2095-5138,2053-714X,",17.1
PMC9604551,"2077-0383,",2.9
PMC10136988,"2075-4418,",3.3
PMC9289335,"2049-0801,",1.6
PMC10254032,"2077-0383,",2.9
PMC9631994,"0013-936X,1520-5851,",11.3
PMC9605795,"2572-9241,",14.6
PMC9803412,"0025-7974,1536-5964,",1.4
PMC10754598,"0025-7974,1536-5964,",1.4
PMC9500417,"2050-0904,",0.6
PMC9515207,"2095-9907,2059-3635,",52.7
PMC10178968,"2077-0383,",2.9
PMC10553067,"0025-7974,1536-5964,",1.4
PMC9685438,"2198-3844,",14.1
PMC9932148,"2041-1723,",15.7
PMC10560282,"2041-1723,",15.7
PMC9014066,"2044-6055,",2.3
PMC10334428,"2155-5435,",13.1
PMC9302252,"0025-7974,1536-5964,",1.4
PMC10849449,"2049-0801,",1.6
PMC10083755,"2044-6055,",2.3
PMC8894430,"2041-1723,",15.7
PMC9156407,"1476-1122,1476-4660,",38.5
PMC9139921,"2075-4418,",3.3
PMC10650377,"2075-4418,",3.3
PMC10500144,"2146-3123,2146-3131,",3.8
PMC8715387,"2168-6149,2168-6157,",21.4
PMC9353498,"2198-3844,",14.1
PMC9139894,"2075-4418,",3.3
PMC10697788,"0013-726X,1438-8812,",12.8
PMC8758016,"0025-7974,1536-5964,",1.4
PMC10703628,"2090-1232,2090-1224,",13.0
PMC8969058,"2352-3026,",17.7
PMC9622644,"0025-7974,1536-5964,",1.4
PMC10681732,"0305-1048,1362-4962,",13.1
PMC9801066,"1941-5923,",0.7
PMC10626163,"2589-5370,",10.0
PMC9800095,"1687-9627,1687-9635,",0.7
PMC9354819,"2296-858X,",3.0
PMC9670843,"0013-936X,1520-5851,",11.3
PMC10229571,"2041-1723,",15.7
PMC10685807,"1029-2977,1735-3947,1029-2977,",1.0
PMC10455939,"2077-0383,",2.9
PMC10062308,"2050-0904,",0.6
PMC10163377,"2666-7762,",13.0
PMC10469891,"2296-858X,",3.0
PMC8738746,"1350-9047,1476-5403,",15.4
PMC9663558,"2041-1723,",15.7
PMC10219221,"2077-0383,",2.9
PMC9379487,"2044-6055,",2.3
PMC9267800,"2077-0383,",2.9
PMC9926002,"2324-7096,",0.8
PMC10582614,"2766-8509,2766-2098,",22.5
PMC9833919,"1368-5031,1742-1241,",2.4
PMC10535338,"1010-660X,1648-9144,",2.4
PMC9325020,"2075-4418,",3.3
PMC8793802,"2296-858X,",3.0
PMC9937724,"2666-6758,",25.7
PMC9429185,"2572-9241,",14.6
PMC10045912,"0168-6445,1574-6976,",12.3
PMC10586852,"1679-4508,2317-6385,",0.9
PMC10289787,"2049-0801,",1.6
PMC10707477,"2077-0383,",2.9
PMC10717605,"2047-9158,",15.2
PMC9966592,"1010-660X,1648-9144,",2.4
PMC10421919,"2041-1723,",15.7
PMC10637556,"0025-7974,1536-5964,",1.4
PMC9058290,"2044-6055,",2.3
PMC9737088,"2077-0383,",2.9
PMC10510930,"1757-790X,",0.5
PMC9494254,"0007-1420,1471-8391,",5.4
PMC9324589,"2077-0383,",2.9
PMC9121459,"1179-5476,",0.6
PMC9950137,"2041-1723,",15.7
PMC10344441,"0270-9139,1527-3350,",16.8
PMC9652284,"2041-1723,",15.7
PMC10357680,"2044-6055,",2.3
PMC9866707,"1010-660X,1648-9144,",2.4
PMC9103711,"2077-0383,",2.9
PMC9884267,"2041-1723,",15.7
PMC9825541,"0305-1048,1362-4962,",13.1
PMC8771730,"2050-3121,",2.1
PMC9225011,"2077-0383,",2.9
PMC9997859,"1658-631X,2321-4856,",1.5
PMC9638054,"2050-0904,",0.6
PMC10590030,"1021-7770,1423-0127,",12.1
PMC8979818,"0887-6924,1476-5551,",13.4
PMC9944643,"2044-6055,",2.3
PMC10466002,"2211-3835,2211-3843,",14.6
PMC9358940,"2044-6055,",2.3
PMC8938715,"2574-3805,",9.7
PMC9352581,"0028-0836,1476-4687,",48.5
PMC10483845,"1477-3155,",12.6
PMC8922529,"2050-0904,",0.6
PMC9444165,"1941-5923,",0.7
PMC10680375,"1178-7074,",2.0
PMC9903907,"0166-0616,1872-9797,",17.1
PMC9430033,"2572-9241,",14.6
PMC9259673,"2044-5385,",11.6
PMC10465589,"2041-1723,",15.7
PMC8866784,"0918-2918,1349-7235,",1.1
PMC9023516,"2041-1723,",15.7
PMC9362744,"2008-7802,2008-8213,",1.5
PMC9077488,"2574-3805,",9.7
PMC9763609,"2296-858X,",3.0
PMC8878541,"1010-660X,1648-9144,",2.4
PMC9358418,"2049-0801,",1.6
PMC9226961,"2044-6055,",2.3
PMC10116062,"0903-1936,1399-3003,",21.2
PMC10179469,"2077-0383,",2.9
PMC10015668,"2044-6055,",2.3
PMC10989830,"2770-5986,2770-596X,",33.2
PMC10696504,"1449-1907,",3.2
PMC9477740,"1529-2908,1529-2916,",27.6
PMC10767896,"0305-1048,1362-4962,",13.1
PMC9008789,"2198-3844,",14.1
PMC9316398,"2075-4418,",3.3
PMC10532883,"1010-660X,1648-9144,",2.4
PMC9239518,"1923-4155,1923-4163,",0.9
PMC10727590,"0025-7974,1536-5964,",1.4
PMC10320148,"0305-1048,1362-4962,",13.1
PMC9449212,"1226-3303,2005-6648,",2.4
PMC9419440,"2049-0801,",1.6
PMC10553189,"2049-0801,",1.6
PMC10110623,"2041-1723,",15.7
PMC10093033,"2075-4418,",3.3
PMC8867317,"2044-6055,",2.3
PMC9051225,"2296-858X,",3.0
PMC8874661,"1010-660X,1648-9144,",2.4
PMC10214774,"1682-024X,1681-715X,",1.7
PMC8938873,"0212-6567,1578-1275,",1.6
PMC9658087,"2077-0383,",2.9
PMC8804165,"2589-5370,",10.0
PMC9832023,"2041-1723,",15.7
PMC10430275,"2572-9241,",14.6
PMC9132677,"2049-0801,",1.6
PMC9501184,"1010-660X,1648-9144,",2.4
PMC8901794,"1350-9047,1476-5403,",15.4
PMC9984869,"2050-0904,",0.6
PMC9225103,"2077-0383,",2.9
PMC9575245,"1476-4598,",33.9
PMC10095532,"2077-0383,",2.9
PMC9768124,"2041-1723,",15.7
PMC9318164,"1010-660X,1648-9144,",2.4
PMC9170996,"2296-858X,",3.0
PMC9689800,"2075-4418,",3.3
PMC8950418,"2077-0383,",2.9
PMC10489098,"2077-0383,",2.9
PMC9123175,"2095-5545,2047-7538,",23.4
PMC9142396,"2049-0801,",1.6
PMC10442441,"2041-1723,",15.7
PMC9667217,"2146-3123,2146-3131,",3.8
PMC9521665,"2296-858X,",3.0
PMC8861003,"2041-1723,",15.7
PMC10713528,"2041-1723,",15.7
PMC9348860,"2572-9241,",14.6
PMC9110295,"1087-0156,1546-1696,",41.7
PMC8756308,"2574-3805,",9.7
PMC8964334,"1178-7074,",2.0
PMC8906451,"0732-183X,1527-7755,",43.4
PMC9185740,"0002-7863,1520-5126,",15.7
PMC10475981,"2052-8817,",1.3
PMC10431041,"2572-9241,",14.6
PMC9036020,"2198-3844,",14.1
PMC10779893,"2077-0383,",2.9
PMC10957398,"0896-6273,1097-4199,",15.3
PMC10730316,"2666-7762,",13.0
PMC8759158,"1752-1947,",0.8
PMC9306501,"1354-1013,1365-2486,",12.1
PMC10193113,"2666-6758,",25.7
PMC9670846,"0013-936X,1520-5851,",11.3
PMC10129090,"0366-6999,2542-5641,",7.3
PMC9207055,"2049-0801,",1.6
PMC10270488,"0025-7974,1536-5964,",1.4
PMC10546117,"1757-790X,",0.5
PMC8747760,"1178-7074,",2.0
PMC10356948,"2041-1723,",15.7
PMC9755903,"2044-6055,",2.3
PMC9918466,"2041-1723,",15.7
PMC10277892,"1525-0016,1525-0024,",12.0
PMC8765105,"2046-4053,",3.9
PMC8980826,"2008-7802,2008-8213,",1.5
PMC10610960,"0820-3946,1488-2329,",12.2
PMC10349100,"2041-1723,",15.7
PMC9479298,"1021-7770,1423-0127,",12.1
PMC9106754,"2041-1723,",15.7
PMC10475755,"2050-0904,",0.6
PMC10407111,"2296-858X,",3.0
PMC9261952,"0820-3946,1488-2329,",12.2
PMC10318199,"1011-8934,1598-6357,",2.3
PMC9226498,"0305-1048,1362-4962,",13.1
PMC9869943,"0270-9139,1527-3350,",16.8
PMC9224966,"2077-0383,",2.9
PMC10508435,"0025-7974,1536-5964,",1.4
PMC9452804,"1179-5476,",0.6
PMC10095355,"2077-0383,",2.9
PMC9763194,"0017-5749,1468-3288,",26.2
PMC9327577,"2574-3805,",9.7
PMC10655333,"2731-4553,",2.6
PMC9800939,"1818-0876,2221-285X,",11.9
PMC9319415,"2075-4418,",3.3
PMC9750693,"0025-7974,1536-5964,",1.4
PMC9828951,"0820-3946,1488-2329,",12.2
PMC9209798,"2398-8835,",2.1
PMC9707687,"0971-5916,0975-9174,",2.5
PMC10430633,"2572-9241,",14.6
PMC9600010,"2075-4418,",3.3
PMC9722930,"2041-1723,",15.7
PMC10648388,"2077-0383,",2.9
PMC9743510,"2046-4053,",3.9
PMC10279519,"1011-8934,1598-6357,",2.3
PMC9101339,"2077-0383,",2.9
PMC9052231,"2049-0801,",1.6
PMC9684992,"2044-6055,",2.3
PMC9829288,"0025-7974,1536-5964,",1.4
PMC10347445,"2044-6055,",2.3
PMC10205226,"2049-0801,",1.6
PMC9914388,"2075-4418,",3.3
PMC9896561,"0002-7863,1520-5126,",15.7
PMC9203510,"2041-1723,",15.7
PMC9858151,"2075-4418,",3.3
PMC10257723,"2041-1723,",15.7
PMC10723031,"0199-9885,1545-4312,",13.4
PMC9716874,"2044-6055,",2.3
PMC8767476,"2369-3762,",12.6
PMC9737844,"2077-0383,",2.9
PMC9702347,"2050-0904,",0.6
PMC10003622,"2077-0383,",2.9
PMC8776733,"2041-1723,",15.7
PMC10332873,"1923-4155,1923-4163,",0.9
PMC9309765,"2324-7096,",0.8
PMC9040309,"1302-7123,1308-5123,",0.9
PMC10380808,"2077-0383,",2.9
PMC10547962,"2211-3835,2211-3843,",14.6
PMC10547578,"1368-5031,1742-1241,",2.4
PMC10298939,"2077-0383,",2.9
PMC9171101,"2296-858X,",3.0
PMC10437150,"0974-2727,0974-7826,",1.0
PMC10284087,"2149-2042,2149-4606,",1.1
PMC9606409,"2296-858X,",3.0
PMC9950468,"2041-1723,",15.7
PMC10754969,"2296-858X,",3.0
PMC9276196,"0025-7974,1536-5964,",1.4
PMC10364182,"2044-6055,",2.3
PMC8960899,"2041-1723,",15.7
PMC10573799,"2077-0383,",2.9
PMC9159186,"1368-5031,1742-1241,",2.4
PMC9785392,"1010-660X,1648-9144,",2.4
PMC9781839,"1010-660X,1648-9144,",2.4
PMC8897399,"2041-1723,",15.7
PMC10769602,"1918-3003,1918-3011,",2.0
PMC10598616,"2398-8835,",2.1
PMC8971771,"2044-6055,",2.3
PMC10021018,"0002-7863,1520-5126,",15.7
PMC10637568,"0025-7974,1536-5964,",1.4
PMC10693643,"2041-1723,",15.7
PMC9430275,"2572-9241,",14.6
PMC10704554,"0002-7863,1520-5126,",15.7
PMC10121297,"2287-2728,2287-285X,",16.9
PMC10430754,"2572-9241,",14.6
PMC9993288,"1680-6905,1729-0503,",0.9
PMC10550058,"0971-5916,0975-9174,",2.5
PMC9956022,"1549-1277,1549-1676,",9.9
PMC10230886,"2044-6055,",2.3
PMC10670045,"2075-4418,",3.3
PMC10810216,"0305-1048,1362-4962,",13.1
PMC9757039,"0305-1048,1362-4962,",13.1
PMC9377050,"2296-858X,",3.0
PMC10507195,"2589-5370,",10.0
PMC9614646,"2666-6758,",25.7
PMC10749039,"2399-6641,",1.6
PMC9857884,"2075-4418,",3.3
PMC9807772,"1011-8934,1598-6357,",2.3
PMC9270322,"2041-1723,",15.7
PMC10245070,"2452-199X,",20.3
PMC10030474,"2044-6055,",2.3
PMC9958519,"2574-3805,",9.7
PMC8797536,"0025-7974,1536-5964,",1.4
PMC10279936,"2050-0904,",0.6
PMC10685942,"2044-6055,",2.3
PMC10202951,"1672-7681,2042-0226,",19.8
PMC10115353,"0006-8950,1460-2156,",11.7
PMC10550060,"0971-5916,0975-9174,",2.5
PMC10401542,"2190-5991,2190-6009,",9.1
PMC10142758,"1010-660X,1648-9144,",2.4
PMC10572433,"2075-4418,",3.3
PMC9830314,"2213-2317,",11.9
PMC10020881,"2574-3805,",9.7
PMC9796060,"0105-4538,1398-9995,",12.0
PMC10087094,"2168-6149,2168-6157,",21.4
PMC10067793,"0513-5796,1976-2437,",2.8
PMC8981914,"2198-3844,",14.1
PMC9011610,"1552-5260,1552-5279,",11.1
PMC9513557,"2211-3835,2211-3843,",14.6
PMC9453116,"2078-6190,2078-6204,",1.4
PMC9468566,"2050-0904,",0.6
PMC9511304,"2050-3121,",2.1
PMC9322966,"2077-0383,",2.9
PMC8275474,"0212-6567,1578-1275,",1.6
PMC10504561,"2590-3462,",11.6
PMC9696301,"1010-660X,1648-9144,",2.4
PMC10081490,"2296-858X,",3.0
PMC9935816,"2398-8835,",2.1
PMC9497633,"2075-4418,",3.3
PMC10273319,"0002-7863,1520-5126,",15.7
PMC9506370,"2077-0383,",2.9
PMC8762881,"1021-7770,1423-0127,",12.1
PMC10428439,"2572-9241,",14.6
PMC10573515,"2077-0383,",2.9
PMC8925955,"1226-3303,2005-6648,",2.4
PMC10853718,"2198-3844,",14.1
PMC9788146,"1010-660X,1648-9144,",2.4
PMC9249545,"2589-5370,",10.0
PMC10398485,"1680-6905,1729-0503,",0.9
PMC10342815,"2077-0383,",2.9
PMC10504251,"2041-1723,",15.7
PMC10387512,"2050-0904,",0.6
PMC10319857,"2041-1723,",15.7
PMC9314738,"2296-858X,",3.0
PMC10119646,"2050-313X,",0.6
PMC10375199,"2198-3844,",14.1
PMC8242884,"0954-6820,1365-2796,",9.2
PMC10057318,"1010-660X,1648-9144,",2.4
PMC10428490,"2572-9241,",14.6
PMC10529093,"2075-4418,",3.3
PMC10591320,"0002-7863,1520-5126,",15.7
PMC9918183,"2077-0383,",2.9
PMC10190580,"2198-3844,",14.1
PMC10989987,"2770-5986,2770-596X,",33.2
PMC8877113,"2077-0383,",2.9
PMC9969687,"1752-1947,",0.8
PMC9166253,"2574-3805,",9.7
PMC10448737,"2398-8835,",2.1
PMC9896567,"0002-7863,1520-5126,",15.7
PMC8494536,"0003-4967,1468-2060,",20.6
PMC10733829,"0006-4971,1528-0020,",23.1
PMC9811958,"2008-7802,2008-8213,",1.5
PMC9443449,"2198-3844,",14.1
PMC9381351,"0918-2918,1349-7235,",1.1
PMC9714527,"1526-2375,1526-4637,",3.0
PMC9853258,"2044-6055,",2.3
PMC10587172,"2041-1723,",15.7
PMC10290706,"2041-1723,",15.7
PMC8921576,"0003-4967,1468-2060,",20.6
PMC10082284,"0025-7974,1536-5964,",1.4
PMC10366811,"2287-2728,2287-285X,",16.9
PMC10690014,"0006-8950,1460-2156,",11.7
PMC9033647,"2050-0904,",0.6
PMC9839870,"2198-3844,",14.1
PMC9901548,"2450-131X,2224-4018,",7.4
PMC9352590,"0028-0836,1476-4687,",48.5
PMC9972483,"1361-8415,1361-8423,",11.8
PMC9407228,"2075-4418,",3.3
PMC9497716,"2075-4418,",3.3
PMC10541988,"0379-5284,1658-3175,0379-5284,",1.5
PMC8762003,"0003-4967,1468-2060,",20.6
PMC9042958,"2041-1723,",15.7
PMC9458449,"0305-1048,1362-4962,",13.1
PMC10789094,"2380-8195,",18.9
PMC9422924,"1807-5932,1980-5322,",2.4
PMC10428323,"2572-9241,",14.6
PMC10867403,"2766-8509,2766-2098,",22.5
PMC8821896,"1525-0016,1525-0024,",12.0
PMC10359962,"2574-3805,",9.7
PMC10707285,"2077-0383,",2.9
PMC8951471,"2077-0383,",2.9
PMC9857632,"2574-3805,",9.7
PMC9394461,"0002-7863,1520-5126,",15.7
PMC10066365,"2041-1723,",15.7
PMC10712762,"0379-5284,1658-3175,0379-5284,",1.5
PMC10288734,"2731-4553,",2.6
PMC10102218,"2041-1723,",15.7
PMC10423776,"2044-6055,",2.3
PMC10356764,"2041-1723,",15.7
PMC10783421,"2049-0801,",1.6
PMC9931587,"0028-0836,1476-4687,",48.5
PMC8795265,"2311-6706,2150-5551,",36.3
PMC10307781,"2041-1723,",15.7
PMC10429817,"2572-9241,",14.6
PMC8910971,"2077-0383,",2.9
PMC9420856,"2296-858X,",3.0
PMC10106933,"2050-0904,",0.6
PMC9073568,"2574-3805,",9.7
PMC9248181,"1752-1947,",0.8
PMC10161483,"1741-7015,",8.3
PMC9683809,"0918-2918,1349-7235,",1.1
PMC10803677,"2008-7802,2008-8213,",1.5
PMC9675131,"2731-4553,",2.6
PMC9689032,"2075-4418,",3.3
PMC10017400,"2050-0904,",0.6
PMC9206139,"2041-1723,",15.7
PMC9862754,"2077-0383,",2.9
PMC9810615,"2041-1723,",15.7
PMC9469561,"2049-2618,",12.7
PMC9951391,"2198-3844,",14.1
PMC9273134,"2799-8010,",1.4
PMC10641188,"0918-2918,1349-7235,",1.1
PMC10163246,"2041-1723,",15.7
PMC8724116,"0342-4642,1432-1238,",22.1
PMC10428688,"2572-9241,",14.6
PMC9869742,"0149-2195,1545-861X,",17.3
PMC10843472,"0025-7974,1536-5964,",1.4
PMC10611727,"2041-1723,",15.7
PMC9175309,"1752-1947,",0.8
PMC9909935,"1752-1947,",0.8
PMC10782289,"1680-6905,1729-0503,",0.9
PMC9160289,"2041-1723,",15.7
PMC9825422,"0305-1048,1362-4962,",13.1
PMC10477715,"2296-858X,",3.0
PMC9759546,"2041-1723,",15.7
PMC9817164,"2452-199X,",20.3
PMC9513645,"2574-3805,",9.7
PMC9801373,"1011-7571,1423-0151,",2.2
PMC9955791,"2075-4418,",3.3
PMC9787390,"1552-5260,1552-5279,",11.1
PMC10250240,"0305-1048,1362-4962,",13.1
PMC10480514,"0016-2590,2185-4610,",0.9
PMC10582873,"2044-6055,",2.3
PMC9527235,"2041-1723,",15.7
PMC9210154,"2078-6190,2078-6204,",1.4
PMC10098968,"2574-3805,",9.7
PMC10353936,"1078-8956,1546-170X,",50.0
PMC8837165,"2077-0383,",2.9
PMC8980917,"2574-3805,",9.7
PMC9637483,"2090-1232,2090-1224,",13.0
PMC10482395,"2296-858X,",3.0
PMC10364249,"1682-024X,1681-715X,",1.7
PMC9663775,"2311-6706,2150-5551,",36.3
PMC8873261,"2041-1723,",15.7
PMC10221023,"1010-660X,1648-9144,",2.4
PMC10284086,"2149-2042,2149-4606,",1.1
PMC10511506,"2041-1723,",15.7
PMC10915919,"1029-2977,1735-3947,1029-2977,",1.0
PMC9755901,"2044-6055,",2.3
PMC10750801,"1941-5923,",0.7
PMC9195157,"2044-6055,",2.3
PMC9552168,"2155-5435,",13.1
PMC9991919,"1097-6256,1546-1726,",20.0
PMC10205321,"2049-0801,",1.6
PMC10709254,"0342-4642,1432-1238,",22.1
PMC9309685,"2296-858X,",3.0
PMC10235869,"2190-5991,2190-6009,",9.1
PMC10106062,"2044-6055,",2.3
PMC9458439,"0305-1048,1362-4962,",13.1
PMC9038904,"2041-1723,",15.7
PMC10258721,"2050-0904,",0.6
PMC10867388,"2766-8509,2766-2098,",22.5
PMC10297178,"2075-4418,",3.3
PMC10429870,"2572-9241,",14.6
PMC10277082,"2044-6055,",2.3
PMC9917718,"2077-0383,",2.9
PMC10118378,"0025-7974,1536-5964,",1.4
PMC9767941,"2041-1723,",15.7
PMC10709454,"1001-0602,1748-7838,",25.9
PMC9908546,"0028-0836,1476-4687,",48.5
PMC10570278,"2041-1723,",15.7
PMC9276165,"0025-7974,1536-5964,",1.4
PMC9530451,"2296-858X,",3.0
PMC9590119,"2095-7467,2054-9369,",22.9
PMC10419343,"0025-7974,1536-5964,",1.4
PMC8927709,"0903-1936,1399-3003,",21.2
PMC9195172,"2296-858X,",3.0
PMC8903112,"2689-0186,",11.3
PMC9314990,"0198-6325,1098-1128,",11.6
PMC9105967,"2077-0383,",2.9
PMC8917146,"2041-1723,",15.7
PMC8913606,"2095-5545,2047-7538,",23.4
PMC10489377,"0025-7974,1536-5964,",1.4
PMC10455095,"2077-0383,",2.9
PMC8837130,"2077-0383,",2.9
PMC9661633,"2049-0801,",1.6
PMC10660920,"2044-6055,",2.3
PMC9198835,"2666-7762,",13.0
PMC9279111,"0195-668X,1522-9645,",35.7
PMC10600635,"1302-7123,1308-5123,",0.9
PMC10681823,"0513-5796,1976-2437,",2.8
PMC10372078,"2041-1723,",15.7
PMC9646341,"0918-2918,1349-7235,",1.1
PMC9492478,"0918-2918,1349-7235,",1.1
PMC10095200,"2077-0383,",2.9
PMC9409776,"2077-0383,",2.9
PMC8879979,"2077-0383,",2.9
PMC9412853,"1010-660X,1648-9144,",2.4
PMC9947170,"2041-1723,",15.7
PMC9616898,"2041-1723,",15.7
PMC9606587,"2296-858X,",3.0
PMC9472114,"2044-6055,",2.3
PMC10428366,"2572-9241,",14.6
PMC10727984,"2662-1355,",21.9
PMC9004065,"1748-5908,",13.4
PMC9028480,"2077-0383,",2.9
PMC10397558,"2523-3548,",24.9
PMC10465957,"2211-3835,2211-3843,",14.6
PMC9386394,"2589-5370,",10.0
PMC9675388,"2050-0904,",0.6
PMC9849402,"2041-1723,",15.7
PMC9472775,"0149-2195,1545-861X,",17.3
PMC10146369,"2077-0383,",2.9
PMC9872465,"2044-6055,",2.3
PMC10468217,"0149-2195,1545-861X,",17.3
PMC10369254,"2198-3844,",14.1
PMC9485495,"2296-858X,",3.0
PMC9422207,"2049-0801,",1.6
PMC10697549,"1941-5923,",0.7
PMC10640577,"2041-1723,",15.7
PMC8860382,"0896-6273,1097-4199,",15.3
PMC8748683,"2041-1723,",15.7
PMC10023801,"2041-1723,",15.7
PMC9781662,"1010-660X,1648-9144,",2.4
PMC10173488,"1748-5908,",13.4
PMC10589397,"2050-0904,",0.6
PMC10079240,"1540-9996,1931-843X,",1.9
PMC9998833,"2146-3123,2146-3131,",3.8
PMC9287302,"2041-1723,",15.7
PMC9247757,"1682-024X,1681-715X,",1.7
PMC10743469,"2077-0383,",2.9
PMC8946984,"2075-4418,",3.3
PMC10625779,"1178-7074,",2.0
PMC10499624,"2296-858X,",3.0
PMC9428651,"1392-0138,2029-4174,",0.5
PMC9630104,"2397-334X,",14.5
PMC10834810,"2090-1232,2090-1224,",13.0
PMC9482409,"1178-7074,",2.0
PMC10070453,"2041-1723,",15.7
PMC9798993,"2198-3844,",14.1
PMC10143606,"2077-0383,",2.9
PMC10542983,"2149-2042,2149-4606,",1.1
PMC9842979,"1682-024X,1681-715X,",1.7
PMC10733301,"2041-1723,",15.7
PMC10411238,"0974-2727,0974-7826,",1.0
PMC10600095,"2041-1723,",15.7
PMC9276240,"0366-6999,2542-5641,",7.3
PMC9026977,"1010-660X,1648-9144,",2.4
PMC9917801,"2077-0383,",2.9
PMC10335498,"2044-6055,",2.3
PMC10381896,"2077-0383,",2.9
PMC10666538,"0013-936X,1520-5851,",11.3
PMC10569688,"2296-858X,",3.0
PMC10196535,"2050-313X,",0.6
PMC9424543,"2296-858X,",3.0
PMC10036067,"0025-7974,1536-5964,",1.4
PMC9955317,"2075-4418,",3.3
PMC9416127,"1010-660X,1648-9144,",2.4
PMC10641962,"1750-1326,",17.5
PMC8922101,"2198-3844,",14.1
PMC9224802,"2077-0383,",2.9
PMC9101611,"2077-0383,",2.9
PMC10419373,"2077-0383,",2.9
PMC9917648,"2077-0383,",2.9
PMC9636224,"2041-1723,",15.7
PMC10578954,"0149-2195,1545-861X,",17.3
PMC9803408,"0025-7974,1536-5964,",1.4
PMC9594924,"1741-7015,",8.3
PMC9246704,"2666-7762,",13.0
PMC10702927,"2772-9850,",17.6
PMC10629795,"0006-8950,1460-2156,",11.7
PMC10522715,"2041-1723,",15.7
PMC10493242,"2050-0904,",0.6
PMC10430721,"2572-9241,",14.6
PMC8813925,"2041-1723,",15.7
PMC9170691,"2041-1723,",15.7
PMC10238189,"2198-3844,",14.1
PMC8822594,"2523-3548,",24.9
PMC10408272,"2574-3805,",9.7
PMC9878933,"2049-2618,",12.7
PMC10526666,"1838-7640,",13.3
PMC9592481,"0025-7974,1536-5964,",1.4
PMC10115239,"0006-8950,1460-2156,",11.7
PMC9006612,"2296-858X,",3.0
PMC10536447,"1010-660X,1648-9144,",2.4
PMC10578449,"2296-858X,",3.0
PMC8842661,"2296-858X,",3.0
PMC10947967,"1552-5260,1552-5279,",11.1
PMC8941724,"0163-7258,1879-016X,",12.5
PMC9046095,"1470-2045,1474-5488,",35.9
PMC9137781,"2391-5463,",1.6
PMC10573153,"2077-0383,",2.9
PMC9276108,"0366-6999,2542-5641,",7.3
PMC9481772,"0884-8734,1525-1497,",4.2
PMC9024319,"2399-3529,",11.1
PMC10174061,"0013-936X,1520-5851,",11.3
PMC9696996,"2077-0383,",2.9
PMC9997854,"1658-631X,2321-4856,",1.5
PMC9777242,"2075-4418,",3.3
PMC10744548,"1010-660X,1648-9144,",2.4
PMC10767877,"0305-1048,1362-4962,",13.1
PMC10673422,"2572-9241,",14.6
PMC8863282,"1549-1277,1549-1676,",9.9
PMC10201265,"2044-6055,",2.3
PMC9283396,"2041-1723,",15.7
PMC8905732,"1477-3155,",12.6
PMC9561771,"2198-3844,",14.1
PMC10430211,"2572-9241,",14.6
PMC10299580,"2077-0383,",2.9
PMC9479348,"1477-3155,",12.6
PMC9486272,"2044-6055,",2.3
PMC10124698,"1110-7782,2090-9098,",1.0
PMC10672613,"2077-0383,",2.9
PMC9600073,"2075-4418,",3.3
PMC8977896,"2049-0801,",1.6
PMC9412375,"1010-660X,1648-9144,",2.4
PMC10637562,"0025-7974,1536-5964,",1.4
PMC10186421,"2044-6055,",2.3
PMC10465239,"0013-726X,1438-8812,",12.8
PMC10173478,"1752-1947,",0.8
